,state,case_count
0,Alabama,295
0,Alaska,1284
0,Arizona,1057
0,Arkansas,356
0,California,3511
0,Colorado,385
0,Connecticut,216
0,Delaware,61
0,District of Columbia,52
0,Florida,1747
0,Georgia,426
0,Guam,4
0,Hawaii,241
0,Idaho,129
0,Illinois,426
0,Indiana,226
0,Iowa,109
0,Kansas,129
0,Kentucky,355
0,Louisiana,528
0,Maine,148
0,Maryland,215
0,Massachusetts,199
0,Michigan,598
0,Minnesota,201
0,Mississippi,188
0,Missouri,452
0,Montana,104
0,Nebraska,94
0,Nevada,219
0,New Hampshire,55
0,New Jersey,396
0,New Mexico,252
0,New York,1063
0,North Carolina,620
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,411
0,Oklahoma,651
0,Oregon,543
0,Pennsylvania,502
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,277
0,South Dakota,35
0,Tennessee,829
0,Texas,2784
0,Utah,155
0,Vermont,55
0,Virgin Islands,16
0,Virginia,347
0,Washington,880
0,West Virginia,140
0,Wisconsin,208
0,Wyoming,55
