,state,case_count
0,Alabama,61
0,Alaska,62
0,Arizona,2081
0,Arkansas,106
0,California,2900
0,Colorado,86
0,Connecticut,47
0,Delaware,30
0,District of Columbia,31
0,Florida,900
0,Georgia,255
0,Guam,3
0,Hawaii,69
0,Idaho,22
0,Illinois,226
0,Indiana,59
0,Iowa,16
0,Kansas,26
0,Kentucky,78
0,Louisiana,149
0,Maine,28
0,Maryland,344
0,Massachusetts,199
0,Michigan,338
0,Minnesota,48
0,Mississippi,59
0,Missouri,115
0,Montana,16
0,Nebraska,5
0,Nevada,320
0,New Hampshire,7
0,New Jersey,451
0,New Mexico,164
0,New York,1458
0,North Carolina,160
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,108
0,Oklahoma,115
0,Oregon,146
0,Pennsylvania,320
0,Puerto Rico,357
0,Rhode Island,25
0,South Carolina,75
0,South Dakota,3
0,Tennessee,114
0,Texas,1990
0,Utah,50
0,Vermont,7
0,Virgin Islands,2
0,Virginia,220
0,Washington,167
0,West Virginia,33
0,Wisconsin,47
0,Wyoming,7
