,state,case_count
0,Alabama,295
0,Alaska,1289
0,Arizona,1053
0,Arkansas,354
0,California,3507
0,Colorado,384
0,Connecticut,215
0,Delaware,61
0,District of Columbia,51
0,Florida,1747
0,Georgia,421
0,Guam,4
0,Hawaii,241
0,Idaho,129
0,Illinois,420
0,Indiana,225
0,Iowa,109
0,Kansas,130
0,Kentucky,356
0,Louisiana,529
0,Maine,148
0,Maryland,216
0,Massachusetts,200
0,Michigan,597
0,Minnesota,201
0,Mississippi,189
0,Missouri,454
0,Montana,104
0,Nebraska,94
0,Nevada,218
0,New Hampshire,56
0,New Jersey,394
0,New Mexico,252
0,New York,1060
0,North Carolina,615
0,North Dakota,38
0,Northern Mariana Islands,2
0,Ohio,413
0,Oklahoma,658
0,Oregon,544
0,Pennsylvania,503
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,277
0,South Dakota,35
0,Tennessee,836
0,Texas,2802
0,Utah,156
0,Vermont,55
0,Virgin Islands,16
0,Virginia,345
0,Washington,875
0,West Virginia,140
0,Wisconsin,208
0,Wyoming,55
