,state,case_count
0,Alabama,215
0,Alaska,1
0,Arizona,180
0,Arkansas,19
0,California,3129
0,Colorado,201
0,Connecticut,433
0,Delaware,13
0,District of Columbia,215
0,Florida,114
0,Georgia,306
0,Guam,0
0,Hawaii,540
0,Idaho,275
0,Illinois,79
0,Indiana,12
0,Iowa,13
0,Kansas,61
0,Kentucky,3
0,Louisiana,15
0,Maine,0
0,Maryland,2
0,Massachusetts,658
0,Michigan,203
0,Minnesota,0
0,Mississippi,1
0,Missouri,33
0,Montana,0
0,Nebraska,0
0,Nevada,353
0,New Hampshire,2
0,New Jersey,182
0,New Mexico,7
0,New York,6439
0,North Carolina,50
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,139
0,Oklahoma,137
0,Oregon,56
0,Pennsylvania,190
0,Puerto Rico,41
0,Rhode Island,0
0,South Carolina,74
0,South Dakota,0
0,Tennessee,703
0,Texas,1286
0,Utah,29
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1744
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,7
