,state,case_count
0,Alabama,291
0,Alaska,1298
0,Arizona,1112
0,Arkansas,356
0,California,3677
0,Colorado,388
0,Connecticut,221
0,Delaware,64
0,District of Columbia,51
0,Florida,2323
0,Georgia,461
0,Guam,4
0,Hawaii,268
0,Idaho,131
0,Illinois,463
0,Indiana,235
0,Iowa,113
0,Kansas,139
0,Kentucky,351
0,Louisiana,512
0,Maine,149
0,Maryland,241
0,Massachusetts,222
0,Michigan,592
0,Minnesota,202
0,Mississippi,200
0,Missouri,458
0,Montana,111
0,Nebraska,86
0,Nevada,250
0,New Hampshire,61
0,New Jersey,431
0,New Mexico,258
0,New York,1050
0,North Carolina,651
0,North Dakota,40
0,Northern Mariana Islands,2
0,Ohio,429
0,Oklahoma,643
0,Oregon,564
0,Pennsylvania,521
0,Puerto Rico,26
0,Rhode Island,37
0,South Carolina,289
0,South Dakota,37
0,Tennessee,955
0,Texas,2756
0,Utah,153
0,Vermont,57
0,Virgin Islands,16
0,Virginia,354
0,Washington,912
0,West Virginia,137
0,Wisconsin,219
0,Wyoming,61
