,state,case_count
0,Alabama,292
0,Alaska,1305
0,Arizona,1104
0,Arkansas,356
0,California,3647
0,Colorado,375
0,Connecticut,225
0,Delaware,64
0,District of Columbia,52
0,Florida,2396
0,Georgia,434
0,Guam,4
0,Hawaii,267
0,Idaho,131
0,Illinois,458
0,Indiana,238
0,Iowa,113
0,Kansas,131
0,Kentucky,358
0,Louisiana,515
0,Maine,149
0,Maryland,241
0,Massachusetts,221
0,Michigan,591
0,Minnesota,201
0,Mississippi,196
0,Missouri,456
0,Montana,110
0,Nebraska,88
0,Nevada,235
0,New Hampshire,61
0,New Jersey,433
0,New Mexico,257
0,New York,1045
0,North Carolina,652
0,North Dakota,39
0,Northern Mariana Islands,2
0,Ohio,426
0,Oklahoma,661
0,Oregon,562
0,Pennsylvania,518
0,Puerto Rico,26
0,Rhode Island,34
0,South Carolina,291
0,South Dakota,37
0,Tennessee,951
0,Texas,2735
0,Utah,154
0,Vermont,58
0,Virgin Islands,16
0,Virginia,357
0,Washington,912
0,West Virginia,141
0,Wisconsin,220
0,Wyoming,61
