,state,case_count
0,Alabama,226
0,Alaska,1
0,Arizona,182
0,Arkansas,20
0,California,3368
0,Colorado,219
0,Connecticut,417
0,Delaware,17
0,District of Columbia,257
0,Florida,146
0,Georgia,302
0,Guam,0
0,Hawaii,569
0,Idaho,302
0,Illinois,85
0,Indiana,12
0,Iowa,14
0,Kansas,80
0,Kentucky,3
0,Louisiana,15
0,Maine,1
0,Maryland,4
0,Massachusetts,693
0,Michigan,224
0,Minnesota,0
0,Mississippi,1
0,Missouri,42
0,Montana,0
0,Nebraska,0
0,Nevada,373
0,New Hampshire,3
0,New Jersey,185
0,New Mexico,7
0,New York,6972
0,North Carolina,49
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,145
0,Oklahoma,137
0,Oregon,59
0,Pennsylvania,215
0,Puerto Rico,81
0,Rhode Island,0
0,South Carolina,75
0,South Dakota,0
0,Tennessee,719
0,Texas,1411
0,Utah,31
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1859
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,8
