,state,case_count
0,Alabama,212
0,Alaska,1
0,Arizona,180
0,Arkansas,19
0,California,3068
0,Colorado,197
0,Connecticut,433
0,Delaware,13
0,District of Columbia,217
0,Florida,107
0,Georgia,305
0,Guam,0
0,Hawaii,540
0,Idaho,275
0,Illinois,77
0,Indiana,12
0,Iowa,13
0,Kansas,51
0,Kentucky,3
0,Louisiana,15
0,Maine,0
0,Maryland,2
0,Massachusetts,651
0,Michigan,201
0,Minnesota,0
0,Mississippi,1
0,Missouri,34
0,Montana,0
0,Nebraska,0
0,Nevada,352
0,New Hampshire,2
0,New Jersey,183
0,New Mexico,7
0,New York,6392
0,North Carolina,51
0,North Dakota,0
0,Northern Mariana Islands,0
0,Ohio,138
0,Oklahoma,137
0,Oregon,56
0,Pennsylvania,183
0,Puerto Rico,28
0,Rhode Island,0
0,South Carolina,74
0,South Dakota,0
0,Tennessee,698
0,Texas,1052
0,Utah,29
0,Vermont,0
0,Virgin Islands,0
0,Virginia,0
0,Washington,1719
0,West Virginia,68
0,Wisconsin,34
0,Wyoming,7
