,state,case_count
0,Alabama,293
0,Alaska,1291
0,Arizona,1051
0,Arkansas,357
0,California,3485
0,Colorado,386
0,Connecticut,213
0,Delaware,61
0,District of Columbia,51
0,Florida,1749
0,Georgia,420
0,Guam,4
0,Hawaii,241
0,Idaho,129
0,Illinois,418
0,Indiana,222
0,Iowa,109
0,Kansas,130
0,Kentucky,340
0,Louisiana,537
0,Maine,146
0,Maryland,216
0,Massachusetts,202
0,Michigan,601
0,Minnesota,200
0,Mississippi,188
0,Missouri,453
0,Montana,104
0,Nebraska,93
0,Nevada,217
0,New Hampshire,56
0,New Jersey,396
0,New Mexico,251
0,New York,1076
0,North Carolina,614
0,North Dakota,38
0,Northern Mariana Islands,2
0,Ohio,416
0,Oklahoma,665
0,Oregon,539
0,Pennsylvania,500
0,Puerto Rico,25
0,Rhode Island,29
0,South Carolina,277
0,South Dakota,35
0,Tennessee,832
0,Texas,2779
0,Utah,153
0,Vermont,55
0,Virgin Islands,16
0,Virginia,347
0,Washington,873
0,West Virginia,140
0,Wisconsin,206
0,Wyoming,55
