,state,case_count
0,Alabama,295
0,Alaska,1303
0,Arizona,1075
0,Arkansas,368
0,California,3531
0,Colorado,383
0,Connecticut,219
0,Delaware,63
0,District of Columbia,51
0,Florida,2419
0,Georgia,435
0,Guam,4
0,Hawaii,243
0,Idaho,129
0,Illinois,425
0,Indiana,228
0,Iowa,109
0,Kansas,124
0,Kentucky,359
0,Louisiana,530
0,Maine,146
0,Maryland,216
0,Massachusetts,205
0,Michigan,597
0,Minnesota,200
0,Mississippi,189
0,Missouri,450
0,Montana,106
0,Nebraska,93
0,Nevada,221
0,New Hampshire,54
0,New Jersey,395
0,New Mexico,254
0,New York,1052
0,North Carolina,627
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,691
0,Oregon,549
0,Pennsylvania,507
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,34
0,Tennessee,851
0,Texas,2793
0,Utah,154
0,Vermont,55
0,Virgin Islands,16
0,Virginia,348
0,Washington,891
0,West Virginia,143
0,Wisconsin,212
0,Wyoming,59
