,state,case_count
0,Alabama,297
0,Alaska,1294
0,Arizona,1071
0,Arkansas,369
0,California,3528
0,Colorado,388
0,Connecticut,220
0,Delaware,62
0,District of Columbia,51
0,Florida,2355
0,Georgia,424
0,Guam,4
0,Hawaii,246
0,Idaho,129
0,Illinois,431
0,Indiana,226
0,Iowa,107
0,Kansas,124
0,Kentucky,359
0,Louisiana,525
0,Maine,148
0,Maryland,222
0,Massachusetts,209
0,Michigan,596
0,Minnesota,199
0,Mississippi,187
0,Missouri,450
0,Montana,106
0,Nebraska,93
0,Nevada,223
0,New Hampshire,55
0,New Jersey,404
0,New Mexico,253
0,New York,1049
0,North Carolina,614
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,683
0,Oregon,551
0,Pennsylvania,506
0,Puerto Rico,25
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,34
0,Tennessee,872
0,Texas,2782
0,Utah,152
0,Vermont,55
0,Virgin Islands,16
0,Virginia,347
0,Washington,889
0,West Virginia,142
0,Wisconsin,215
0,Wyoming,59
