,state,case_count
0,Alabama,292
0,Alaska,1312
0,Arizona,1081
0,Arkansas,353
0,California,3592
0,Colorado,376
0,Connecticut,222
0,Delaware,62
0,District of Columbia,52
0,Florida,2437
0,Georgia,428
0,Guam,4
0,Hawaii,264
0,Idaho,129
0,Illinois,458
0,Indiana,235
0,Iowa,111
0,Kansas,127
0,Kentucky,358
0,Louisiana,515
0,Maine,148
0,Maryland,233
0,Massachusetts,214
0,Michigan,589
0,Minnesota,201
0,Mississippi,193
0,Missouri,455
0,Montana,114
0,Nebraska,90
0,Nevada,224
0,New Hampshire,58
0,New Jersey,418
0,New Mexico,250
0,New York,1041
0,North Carolina,638
0,North Dakota,37
0,Northern Mariana Islands,2
0,Ohio,425
0,Oklahoma,694
0,Oregon,554
0,Pennsylvania,517
0,Puerto Rico,26
0,Rhode Island,32
0,South Carolina,281
0,South Dakota,38
0,Tennessee,922
0,Texas,2738
0,Utah,150
0,Vermont,55
0,Virgin Islands,16
0,Virginia,353
0,Washington,900
0,West Virginia,142
0,Wisconsin,222
0,Wyoming,62
