,state,case_count
0,Alabama,61
0,Alaska,65
0,Arizona,2127
0,Arkansas,106
0,California,2944
0,Colorado,81
0,Connecticut,48
0,Delaware,30
0,District of Columbia,56
0,Florida,883
0,Georgia,260
0,Guam,3
0,Hawaii,71
0,Idaho,20
0,Illinois,428
0,Indiana,53
0,Iowa,18
0,Kansas,25
0,Kentucky,83
0,Louisiana,148
0,Maine,28
0,Maryland,354
0,Massachusetts,196
0,Michigan,343
0,Minnesota,48
0,Mississippi,69
0,Missouri,110
0,Montana,15
0,Nebraska,5
0,Nevada,308
0,New Hampshire,8
0,New Jersey,451
0,New Mexico,227
0,New York,1478
0,North Carolina,160
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,103
0,Oklahoma,113
0,Oregon,148
0,Pennsylvania,345
0,Puerto Rico,341
0,Rhode Island,25
0,South Carolina,75
0,South Dakota,3
0,Tennessee,109
0,Texas,2100
0,Utah,47
0,Vermont,7
0,Virgin Islands,2
0,Virginia,281
0,Washington,162
0,West Virginia,31
0,Wisconsin,49
0,Wyoming,9
