,state,case_count
0,Alabama,61
0,Alaska,66
0,Arizona,2121
0,Arkansas,106
0,California,2943
0,Colorado,82
0,Connecticut,47
0,Delaware,31
0,District of Columbia,55
0,Florida,885
0,Georgia,259
0,Guam,3
0,Hawaii,68
0,Idaho,20
0,Illinois,418
0,Indiana,53
0,Iowa,18
0,Kansas,25
0,Kentucky,83
0,Louisiana,148
0,Maine,28
0,Maryland,354
0,Massachusetts,199
0,Michigan,343
0,Minnesota,48
0,Mississippi,69
0,Missouri,113
0,Montana,15
0,Nebraska,5
0,Nevada,306
0,New Hampshire,8
0,New Jersey,452
0,New Mexico,171
0,New York,1479
0,North Carolina,162
0,North Dakota,4
0,Northern Mariana Islands,0
0,Ohio,105
0,Oklahoma,114
0,Oregon,147
0,Pennsylvania,345
0,Puerto Rico,340
0,Rhode Island,25
0,South Carolina,75
0,South Dakota,3
0,Tennessee,109
0,Texas,2091
0,Utah,47
0,Vermont,7
0,Virgin Islands,2
0,Virginia,270
0,Washington,159
0,West Virginia,31
0,Wisconsin,50
0,Wyoming,9
