,state,case_count
0,Alabama,295
0,Alaska,1295
0,Arizona,1072
0,Arkansas,372
0,California,3520
0,Colorado,383
0,Connecticut,218
0,Delaware,61
0,District of Columbia,51
0,Florida,2242
0,Georgia,431
0,Guam,4
0,Hawaii,242
0,Idaho,131
0,Illinois,427
0,Indiana,227
0,Iowa,109
0,Kansas,124
0,Kentucky,361
0,Louisiana,530
0,Maine,146
0,Maryland,215
0,Massachusetts,201
0,Michigan,597
0,Minnesota,200
0,Mississippi,189
0,Missouri,450
0,Montana,104
0,Nebraska,94
0,Nevada,222
0,New Hampshire,54
0,New Jersey,396
0,New Mexico,254
0,New York,1057
0,North Carolina,625
0,North Dakota,36
0,Northern Mariana Islands,2
0,Ohio,410
0,Oklahoma,655
0,Oregon,541
0,Pennsylvania,506
0,Puerto Rico,25
0,Rhode Island,30
0,South Carolina,279
0,South Dakota,34
0,Tennessee,849
0,Texas,2810
0,Utah,157
0,Vermont,55
0,Virgin Islands,16
0,Virginia,347
0,Washington,886
0,West Virginia,140
0,Wisconsin,212
0,Wyoming,59
